ID,成语,拼音,释义,例句,出处,来源说明,许可证,自动审核结果,人工审核状态
source-366,变本加厉,biàn běn jiā lì,厉猛烈。指比原来更加发展。现指情况变得比本来更加严重。,断句取义是在一句两句里拉出一个两个字来发挥，比起断章取义，真是～了。★朱自清《经典常谈·诗经第四》,南朝·梁·萧统《文选·序》盖踵其事而增华，变其本而加厉，物既有之，文亦宜然。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-367,变化无常,biàn huà wú cháng,无常没有常态。指事物经常变化，没有规律性。,近来天气～，一会儿晴空万里，一会儿又大雨倾盆。,《庄子·天下》忽漠无形，变化无常。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-368,变生不测,biàn shēng bù cè,变有重大影响的突然变化；不测意外。变故发生于突然之间。,江西省议会及总商会，恐～屡电到鄂，请黎莅任。★蔡东藩、许廑父《民国通俗演义》第二十六回,清·曹雪芹《红楼梦》第四十四回变生不测凤姐泼醋，喜出望外平儿理妆。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-369,便宜从事,bián yú cóng shì,指可斟酌情势，不拘规制条文，不须请示，自行处理。,汝既为水军都督，可以～，何必禀我？★《三国演义》第四五回,《汉书·循吏传·龚遂》臣愿丞相御史且无拘臣以文法，得一切便宜从事。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-370,便宜施行,bián yú shī xíng,指可斟酌情势，不拘规制条文，不须请示，自行处理。同便宜从事”。,一应军行调度，并听～。★宋·周密《齐东野语·赵信国辞相》,《史记·萧相国世家》[萧何]为法令约束，立宗庙社稷宫室县邑，辄奏上，可，许以从事；即不及奏上，辄以便宜施行，上来以闻。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-371,便宜行事,biàn yì xíng shì,便宜方便，适宜。指可以根据实际情况斟酌处理，不必请示。,既然大权交代于你，你就得～。★清·李宝嘉《官场现形记》第十二回,《史记·萧相国世家》即不及奏上，辄以便宜施行，上来以闻。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-372,辨物居方,biàn wù jū fāng,辨别众物的性质、条件等因素，使之各得其所。,夫明哲之士者，威而不慑，困而能通，决嫌定疑，～。★汉徐斡《中论·智行》,《易·未济》君子以慎辨物居方。”孔颖达疏辨别众物，各居其方，使皆得安其所。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-373,辩才无碍,biàn cái wú ài,碍滞碍。本是佛教用语，指菩萨为人说法，义理通达，言辞流利，后泛指口才好，能辩论。,这可见韵高的～，说得顽石点头了。★清·曾朴《孽海花》第十三回,《华严经》若能知法永不灭，则得辩才无障碍；若能辩才无障碍，则能开演无边法。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-374,标新立异,biāo xīn lì yì,标提出，写明；异不同的，特别的。提出新奇的主张，表示与众不同。,其中典礼集会之词，～固不可，机械陈腐亦不可。★朱自清《钟明〈呕心苦唇录〉序》,南朝·宋·刘义庆《世说新语·文学》支道林在白马寺中，将冯太常共语，因及《逍遥》，支卓然标新理于二家之表，立异于众贤之外。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-375,标新领异,biāo xīn lǐng yì,标提出，写明；异不同的，特别的。提出新奇的主张，表示与众不同。,文定因之以痛哭流涕之怀，发～之论，其去游夏之传，益以远矣。★清·顾炎武《答俞右吉书》,南朝·宋·刘义庆《世说新语·文学》支道林在白马寺中，将冯太常共语，因及《逍遥》，支卓然标新理于二家之表，立异于众贤之外。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-376,标枝野鹿,biāo zhī yě lù,标枝，树梢之枝，比喻上古之世在上之君恬淡无为；野鹿，比喻在下之民放而自得◇指太古时代。,况欲以过门不入、日昃不食之世，反诸～，其不为西晋者几希？★清·魏源《默觚下·治篇二》,《庄子·天地》至治之世，不尚贤，不使能，上如标枝，民如野鹿。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-377,表里如一,biǎo lǐ rú yī,表外表；里内心。表面和内心象一个东西。形容言行和思想完全一致。,我言行一致，～。★郭沫若《屈原》第四幕,南朝·梁·刘勰《文心雕龙·附会》首尾周密，表里一体。”《朱子全书·论语》行之以忠者，是事事要着实，故某集注云‘以忠，则表里如一。’”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-378,别出机杼,bié chū jī zhù,别另外；机杼织布机，比喻诗文的构思和布局。指写作另辟途径，能够创新。,词人务以相胜，似不若别出机杼。★宋·楼钥《跋李伯和所藏书画薄薄酒二篇》,《魏书·祖莹传》文章须自出机杼，成一家风骨。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-379,别出心裁,bié chū xīn cái,别另外；心裁心中的设计、筹划。另有一种构思或设计。指想出的办法与众不同。,只好～，鼓吹女人自杀。★鲁迅《坟·我之节烈观》,明·李贽《水浒全书发凡》今别出心裁，不依旧样，或特标于目外，或叠采于回中。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-380,别具肺肠,bié jù fèi cháng,比喻人动机不良，故意提出一些与众不同的的奇特的主张。,那老太太却～，非但不惊不吓，还要赶到房里，把席面扫个一空，骂了个无了无休。★清·吴趼人《二十年目睹之怪现状》第七十七回,《诗经·大雅·桑柔》自有肺肠，俾民卒狂。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-381,别具慧眼,bié jù huì yǎn,慧聪明，有才智。具有独到眼光，高明的见解。,他～，一眼就看出她的企图。,宋·叶寘《爱日斋丛钞》（杨万里）又有《送彭元忠》诗‘近来别具一只眼，要踏唐人最上关。’”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-382,别具匠心,bié jù jiàng xīn,匠心巧妙的心思。指在技巧和艺术方面具有与众不同的巧妙构思。,《蕃锦集》运用成语，～。★清·陈廷焯《白雨斋词话》,唐·王士源《孟浩然集序》文不按古，匠心独妙。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-383,别具只眼,bié jù zhī yǎn,具有独到的眼光和见解。比喻有独到的见解。,然而陈克明教授之所以能～，最主要的原因还在黄梦英有一位表亲”乔张。★茅盾《清明前后》,宋·杨万里《送彭元忠县丞北归》诗近来别具一只眼，要踏唐人最上关。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-384,别开生面,bié kāi shēng miàn,生面新的面目。原意是凌烟阁里的功臣画像本已褪色，经曹将军重画之后才显得有生气。比喻另外创出一种新的形式或局面。,今日林妹妹这五首诗，亦可谓命意新奇，～了。★清·曹雪芹《红楼梦》第六十四回,唐·杜甫《丹青诗》凌烟功臣少颜色，将军下笔开生面。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-385,别来无恙,bié lái wú yàng,恙病。分别以来一直都很好吗？常用作别后通信或重逢时的问候语。,（蒋）干曰公瑾～？”。★明·罗贯中《三国演义》第四十五回,金·董解元《西厢记》卷四莺莺坐夫人之侧，生问曰‘别来无恙否？’莺莺不言而心会。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-386,别无长物,bié wú cháng wù,长物多余的东西。除一身之外再没有多余的东西。原指生活俭朴。现形容贫穷。,他们除双手外，～，其经济地位和产业工人相似。★毛泽东《中国社会各阶级的分析》,南朝·宋·刘义庆《世说新语·德行》丈人不悉恭，恭作人无长物。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-387,别有洞天,bié yǒu dòng tiān,洞中另有一个天地。形容风景奇特，引人入胜。,各处尽是画栋雕梁，珠帘绮户，那派艳丽光景，竟是～。★清·李汝珍《镜花缘》第九十八回,唐·李白《山中问答》诗桃花流水窅然去，别有天地非人间。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-388,别有肺肠,bié yǒu fèi cháng,别有另有；肺肠指思想。比喻人动机不良，故意提出一些与众不同的的奇特的主张。,那老太太却～，非但不惊不吓，还要赶到房里，把席面扫个一空，骂了个无了无休。★清·吴趼人《二十年目睹之怪现状》第七十七回,《诗经·大雅·桑柔》自有肺肠，俾民卒狂。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-389,别有风味,bié yǒu fēng wèi,风味原指美好的口味，引伸为事物的特色。另有一种美好的口味。比喻事物所另外具有的特殊色彩或趣味。,酣眠固不可少，小睡也～的。★朱自清《荷塘月色》,清·李汝珍《镜花缘》第五回此时只觉四处焦香扑鼻，倒也别有风味。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-390,别有天地,bié yǒu tiān dì,天地境界。比喻另有一番境界。形容风景或艺术创作的境界引人入胜。,出了山洞口，只见小桥流水，竹篱茅舍，真是～。,唐·李白诗《山中问答》桃花流水窅然去，别有天地非人间。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-391,宾至如归,bīn zhì rú guī,宾客人；至到；归回到家中。客人到这里就象回到自己家里一样。形容招待客人热情周到。,四方之客，一入鲁境，皆有常供，不至缺乏，～。★明·冯梦龙《东周列国志》第七十八回,《左传·襄公三十一年》宾至如归，无宁灾患，不畏寇盗，而亦不患燥湿。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-392,彬彬有礼,bīn bīn yǒu lǐ,彬彬原意为文质兼备的样子，后形容文雅。形容文雅有礼貌的样子。,唤出他两个儿子，兄先弟后，～。★清·李汝珍《镜花缘》第八十三回,《史记·太史公自序》叔孙通定礼仪，则文学彬彬稍进。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-393,鬓乱钗横,bìn luàn chāi héng,鬓耳边的头发；钗妇女的首饰，由两股合成。耳边的头发散乱，首饰横在一边。形容妇女睡眠初醒时未梳妆的样子。,争奈一段伤心画不能，肋斗上泪痕粉渍定，没颜色～。★元·乔孟符《两世姻缘》第二折,宋·王安石《扇子词》青冥风霜非人世，鬓乱钗横特地寒。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-394,冰寒于水,bīng hán yú shuǐ,冰比水冷。指后来居上。比喻学生胜过老师。,蘧（道愍）始师章（继伯），～。★唐·张彦远《历代名画记·七·南齐》”,荀子《劝学》冰，水为之，而寒于水。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-395,冰壶秋月,bīng hú qiū yuè,冰壶盛水的玉壶，比喻洁白。比喻洁白明净。多指人的品格。,愿中如～，莹彻无瑕，非吾曹所及。★《宋史·李侗传》,宋·苏轼《赠潘谷》诗布衫漆黑手如龟，未害冰壶贮秋月。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-396,冰魂雪魄,bīng hún xuě pò,冰、雪如冰的透明，雪的洁白。比喻人品质高尚纯洁。,广寒宫里长征药，医得～回。★宋·陆游《北坡梅》诗,五代·王定保《唐摭言》卷十忍苦为诗身到此，冰魂雪魄已难招。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-397,冰肌玉骨,bīng jī yù gǔ,冰晶莹。肌骨如同冰玉一般。形容女子肌肤莹洁光滑。,换却～胎，丹心吐出异香来。★元·张寿卿《红梨花》第二折,《庄子·逍遥游》藐姑射之山，有神人居焉，肌肤若冰雪，绰约若处子。”宋·苏轼《洞仙歌》词冰肌玉骨，自清凉无汗。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-398,冰清玉洁,bīng qīng yù jié,象冰那样清澈透明，象玉那样洁白无瑕。比喻人的操行清白（多用于女子）。,我这一去～，干事回还，管着你们喝采他。★元·无名氏《陈州粜米》楔子,汉·司马迁《与挚伯陵书》伏唯伯陵材能绝人，高尚其志，以善厥身，冰清玉洁，不以细行。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-399,冰清玉润,bīng qīng yù rùn,润滋润。象冰一样晶莹，如玉一般润泽。原指晋乐广卫玠翁婿俩操行洁白◇常比喻人的品格高洁。,他是～，怎便肯随波逐尘。★明·高濂《玉簪记》第三十出,南朝·宋·刘义庆《世说新语·言语》刘孝标注引《卫玠别传》裴叔道曰妻父有冰清之姿，婿有璧润之望。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-400,冰山易倒,bīng shān yì dǎo,冰山遇到太阳就消溶，容易倒塌。比喻不能长久依赖的靠山。,人们纷纷投靠宰相杨国忠，张彖却认为～，决不依附权贵。,《蝴蝶媒》第十三回那越公虽待我不薄，奈他年寿无多，冰山易倒，未可久留。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-401,冰消瓦解,bīng xiāo wǎ jiě,冰一样地消融，瓦一样地分解。比喻完全消失或彻底崩溃。,韩夫人喜不自胜，将一天愁闷，已～了。★明·冯梦龙《醒世恒言》卷十三,晋·成公绥《云赋》于是玄气仰散，归云四聚；冰消瓦解，奕奕翩翩。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-402,兵不血刃,bīng bù xuè rèn,兵武器；刃刀剑等的锋利部分。兵器上没有沾上血。形容未经战斗就轻易取得了胜利。,～，就平了广西省多年的乱党。★清·张春帆《宦海》第七回,《荀子·议兵》故近者亲其善，远方慕其德，兵不血刃，远迩来服。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-403,兵不厌诈,bīng bù yàn zhà,厌嫌恶；诈欺骗。作战时尽可能地用假象迷惑敌人以取得胜利。,若说～，诸葛亦无如此之阵图，若说幻不厌深，偃师亦无如此之机械。★元·王实甫《西厢记》第三本第二折金圣叹批,《韩非子·难一》臣闻之，繁礼君子，不厌忠信；战阵之间，不厌诈伪。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-404,兵车之会,bīng chē zhī huì,春秋时齐桓公争霸，屡次与诸侯会盟，其中在鲁僖公年间的四次，齐国带有军队，你为兵车之会”。,寡人用～三，衣裳之会六，九合诸侯，一匡天下。★明·冯梦龙《东周列国志》第二十四回,《公羊传·僖公二十一年》请君以兵车之会往宋。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-405,兵出无名,bīng chū wú míng,出兵没有正当理由。亦泛指行事无正当理由。同师出无名”,昔赤眉、黄巾横逆宇宙，所以一旦败亡者，正以～，聚而为乱。★《晋书·石勒传》,《汉书·高帝纪》兵出无名，事故不成。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-406,兵戈扰攘,bīng gē rǎo rǎng,兵戈武器，指战争；扰攘纷乱。形容战争时期社会秩序的动荡混乱。,那老母原是～中看见杀儿掠女，掠坏了再苏的。★明·凌濛初《初刻拍案惊奇》卷二十二,《后汉书·冯衍传下》遭扰攘之时，值兵革之际。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-407,兵荒马乱,bīng huāng mǎ luàn,荒、乱指社会秩序不安定。形容战争期间社会混乱不安的景象。,此时四处～，朝秦暮楚，我勉强做了一部《旧唐书》，那里还有闲情逸志弄这笔墨。”★清·李汝珍《镜花缘》第一回,元·无名氏《梧桐叶》第四折那兵荒马乱，定然遭驱被掳。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-408,兵精粮足,bīng jīng liáng zú,兵士精壮，粮草充足。形容军力强盛，战备充分。,他久镇河北，～，自立旗号，不服隋朝所管。★清·无名氏《说唐》第二十回,明·罗贯中《三国演义》第四十三回今江东兵精粮足，且有长江之险。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-409,兵连祸结,bīng lián huò jié,兵战争；连接连；结相联。战争接连不断，带来了无穷的灾祸。,～，涂炭平民，耗损国内，悔之晚矣。★明·刘基《前江淮都转运盐使宋公政绩纪》,《汉书·匈奴传》虽有克获之功，胡辄报之，兵连祸结，三十余年。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-410,兵临城下,bīng lín chéng xià,敌军已来到自己的城墙下面。比喻情势十分危急。,若侯～，将至壕边，然后拒敌，事已迟矣。★明·罗贯中《三国演义》第三十一回,《战国策·齐策二》齐必举兵伐梁，梁、齐之兵连于城下不能去，王以其间伐韩。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-411,兵强马壮,bīng qiáng mǎ zhuàng,兵力强盛，战马健壮。形容军队实力强，富有战斗力。,时孔明～，粮草丰足，所用之物，一切完备，正要出师。★明·罗贯中《三国演义》第九十七回,《新五代史·安重荣传》尝谓人曰‘天子宁有种耶？兵强马壮者为之尔。’”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-412,掤扒吊拷,bīng bā diào kǎo,强行脱去衣服，捆绑并吊起来拷打。同绷扒吊拷”。,大尹升堂，验着衣领针线是实，明知无枉，喝教‘用起刑来！’令招实情。～，备受苦楚，这些顽皮赖肉只不肯招。★明·凌濛初《二刻拍案惊奇》卷五,元·无名氏《渔樵记》第三折（张云）他敢怎的你。（唱）他将你掤扒吊栲施呈尽。（旦儿云）呸！我是他的夫人，他敢怎么的我？”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-413,并驾齐驱,bìng jià qí qū,并驾几匹马并排拉着一辆车；齐驱一齐快跑。并排套着的几匹马一齐快跑。比喻彼此的力量或才能不分高下。,若让我估量这本书的总价值，我以为只逊于《红楼梦》一筹，与《儒林外史》是可以～的。★朱自清《歧路灯》,南朝·梁·刘勰《文心雕龙·附会》是以驷牡异力，而六辔如琴；并驾齐驱，而一毂统福。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
